invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,Cluster
92727,50909,1,47,2,1,40.66,1,651,8,3
42296,33243,0,61,1,1,300.08,0,553,4,2
44258,32526,1,63,2,4,162.64,1,737,8,2
73495,79546,0,35,4,2,1200.34,1,771,4,3
25747,66065,0,24,1,5,1500.4,2,120,3,0
25616,62178,1,59,7,4,143.36,0,475,4,0
87663,11894,0,53,7,4,143.36,0,712,4,1
92339,47984,1,40,3,4,20.92,0,674,6,1
85018,22714,0,62,1,5,1500.4,2,777,8,1
27946,39755,0,42,4,1,600.17,1,349,6,2
29245,89461,1,46,5,1,11.73,0,358,4,0
70301,44560,0,27,7,5,179.2,0,145,4,1
13544,68688,0,38,1,4,1200.32,0,141,9,0
68295,37380,0,48,2,1,40.66,0,1,2,1
89981,31451,1,30,3,4,20.92,0,169,1,1
15469,65304,0,48,2,2,81.32,2,417,2,0
43464,69086,0,38,1,2,600.16,2,36,6,0
57344,91076,0,33,1,1,300.08,0,445,4,3
84917,50110,0,21,1,5,1500.4,1,778,6,3
38919,20751,1,22,7,5,179.2,0,388,3,2
98390,67694,1,67,4,3,1800.51,2,416,3,3
85708,98731,0,28,2,5,203.3,0,311,5,3
93451,70138,1,24,0,3,45.45,0,49,4,3
62033,83095,1,43,1,4,1200.32,1,316,5,3
61200,1538,1,44,3,4,20.92,0,414,5,1
67222,81258,0,49,3,1,5.23,0,683,3,3
29398,49595,1,39,7,1,35.84,0,525,4,0
30463,66241,0,41,5,2,23.46,0,191,5,0
35238,23677,0,64,3,3,15.69,1,572,4,2
30562,54055,1,65,4,1,600.17,0,226,8,0
34803,84360,1,62,3,3,15.69,1,461,5,0
21222,24625,0,19,6,1,1050.0,0,600,6,2
70894,400,0,35,3,5,26.15,1,326,1,1
91926,14395,0,49,7,3,107.52,1,369,7,1
48945,85103,1,42,3,4,20.92,0,263,5,0
78390,75737,1,45,1,2,600.16,2,178,4,3
94960,88424,0,26,7,1,35.84,1,624,3,3
95322,34761,1,51,1,3,900.24,1,415,6,1
34394,33053,1,50,0,1,15.15,0,734,5,2
15967,69546,0,44,1,5,1500.4,1,575,6,0
90630,46827,0,26,0,1,15.15,0,51,5,1
16660,91849,0,64,2,3,121.98,2,338,1,0
97167,63059,0,27,3,3,15.69,2,627,7,3
72625,51254,0,27,5,2,23.46,0,217,5,3
24917,41010,0,50,3,2,10.46,0,520,7,2
65492,45380,1,34,1,1,300.08,1,665,6,1
15038,31177,0,28,7,5,179.2,0,150,4,2
51475,32792,0,37,1,1,300.08,0,564,6,1
23810,90309,1,40,1,2,600.16,0,675,7,0
7458,43588,1,68,3,2,10.46,0,473,5,2
43779,38448,1,42,5,3,35.19,1,338,2,2
37512,56583,0,32,4,1,600.17,1,680,6,0
76361,45121,0,45,1,4,1200.32,0,284,5,1
71820,85368,0,39,3,1,5.23,1,69,3,3
88862,41025,1,54,1,4,1200.32,1,423,4,1
21928,36298,1,26,1,3,900.24,1,608,5,2
89473,16279,0,39,2,5,203.3,0,671,9,1
83727,75014,0,37,1,3,900.24,1,354,9,3
97919,86873,0,31,2,3,121.98,0,646,5,3
75385,20237,1,49,1,1,300.08,1,500,6,1
4730,1225,1,61,1,2,600.16,0,269,5,2
16095,89691,1,45,1,1,300.08,0,0,7,0
73931,59535,0,68,1,4,1200.32,1,242,5,3
72888,21046,0,38,7,4,143.36,2,137,5,1
80339,69054,0,49,7,4,143.36,1,700,5,3
73280,12807,1,39,1,2,600.16,1,758,9,1
23455,62809,0,20,3,5,26.15,1,645,4,0
45921,25441,0,45,1,5,1500.4,2,699,3,2
1382,48078,1,47,3,1,5.23,2,38,4,2
91076,31755,1,62,7,1,35.84,0,648,4,1
29544,1503,1,30,1,3,900.24,1,421,5,2
5090,28637,1,60,1,1,300.08,2,461,3,2
74805,68927,1,18,1,5,1500.4,0,589,1,3
8219,60553,0,52,2,2,81.32,0,282,8,0
35263,79884,0,36,1,4,1200.32,0,761,4,0
2477,32506,1,43,0,2,30.3,0,240,4,2
54612,10574,1,24,3,4,20.92,0,309,6,1
73262,2555,0,46,7,1,35.84,1,603,7,1
39033,29974,1,26,1,1,300.08,0,302,9,2
69670,95269,1,49,1,1,300.08,0,588,1,3
7766,55051,0,34,1,1,300.08,0,734,6,0
14365,61884,1,46,3,2,10.46,0,234,5,0
52314,27304,0,45,3,1,5.23,1,76,4,1
20018,47572,0,44,1,5,1500.4,2,417,7,2
25102,51997,1,40,2,4,162.64,0,511,6,0
52476,79528,1,31,4,1,600.17,1,74,4,3
94580,80712,0,24,1,5,1500.4,2,324,5,3
3455,37302,1,50,7,5,179.2,0,610,9,2
49115,78554,0,36,7,2,71.68,0,498,7,0
4762,58246,0,20,1,1,300.08,1,371,5,0
8062,16337,0,27,1,3,900.24,1,289,3,2
91510,2737,0,67,4,3,1800.51,0,584,4,1
3762,64325,1,50,7,5,179.2,1,370,7,0
42682,87601,0,22,7,3,107.52,1,339,4,0
52154,50654,0,19,0,3,45.45,2,331,5,3
4104,70925,0,28,2,4,162.64,0,754,6,0
11226,58161,0,66,3,2,10.46,0,25,6,0
57262,61631,1,21,3,3,15.69,0,37,8,3
17061,78191,1,68,1,3,900.24,2,249,4,0
48906,37913,0,47,1,1,300.08,2,403,7,2
21609,27983,1,55,6,2,2100.0,1,142,6,2
95076,43229,0,63,1,1,300.08,1,568,3,1
98266,21262,1,21,1,3,900.24,0,714,9,1
45208,87424,0,38,1,2,600.16,0,170,7,0
85655,71564,0,29,5,1,11.73,0,750,4,3
30146,57662,0,61,1,5,1500.4,0,50,6,0
75828,29697,0,41,7,4,143.36,1,370,9,1
86130,48427,1,22,6,1,1050.0,1,693,4,1
79582,77790,1,43,1,1,300.08,1,610,1,3
51065,8511,1,52,3,2,10.46,2,474,8,1
93621,6159,0,29,5,4,46.92,1,332,8,1
55497,11501,0,39,1,2,600.16,0,337,1,1
60876,98594,1,49,1,3,900.24,1,355,6,3
13237,56911,0,57,1,2,600.16,0,46,8,0
75773,28549,0,30,7,3,107.52,2,497,7,1
28676,94724,0,22,5,2,23.46,1,667,4,0
28526,28278,0,25,4,4,2400.68,0,652,4,2
48489,58245,0,37,2,3,121.98,0,302,7,0
84636,82082,0,64,1,5,1500.4,0,490,1,3
49470,54428,1,57,4,2,1200.34,1,173,2,0
65148,90554,0,29,7,3,107.52,1,606,6,3
15231,31154,1,45,7,1,35.84,0,575,7,2
27046,46304,0,58,2,5,203.3,1,278,7,2
44770,4370,0,39,3,2,10.46,0,691,3,2
25389,768,0,50,3,1,5.23,1,271,7,2
75189,44643,1,34,1,4,1200.32,1,488,4,1
99425,73391,0,38,5,1,11.73,0,777,4,3
27737,82381,0,62,4,1,600.17,1,749,5,0
56367,82961,0,39,1,2,600.16,2,98,3,3
26724,90969,0,60,1,5,1500.4,1,207,9,0
87525,94173,0,42,4,4,2400.68,1,382,6,3
76002,16394,1,23,1,2,600.16,1,727,7,1
16413,44037,0,50,4,2,1200.34,0,164,5,2
44191,38741,1,43,7,1,35.84,1,731,5,2
38049,39570,1,40,1,1,300.08,0,430,8,2
94168,59067,0,46,3,5,26.15,0,125,9,3
63920,51795,1,28,2,3,121.98,1,590,5,3
34176,61301,1,18,1,3,900.24,0,560,6,0
77982,36528,0,22,3,5,26.15,1,650,1,1
71043,43267,0,69,1,5,1500.4,1,373,5,1
18974,99150,0,25,0,4,60.6,0,407,4,0
76567,52226,0,21,2,2,81.32,0,453,3,3
10515,56753,1,68,1,3,900.24,2,240,4,0
61835,48931,1,60,4,2,1200.34,2,77,4,1
7966,76521,1,68,1,2,600.16,0,185,9,0
75611,61291,1,37,3,1,5.23,1,474,6,3
98633,61706,1,55,0,3,45.45,2,355,5,3
94195,68105,0,66,4,2,1200.34,1,621,6,3
86773,13389,1,42,4,4,2400.68,0,176,5,1
29751,10478,0,59,1,1,300.08,1,708,6,2
58437,7039,0,23,4,4,2400.68,0,719,7,1
42244,86760,0,19,2,1,40.66,0,523,4,0
46238,13450,0,36,0,2,30.3,0,443,5,2
57707,70395,0,44,3,5,26.15,0,770,4,3
90471,56249,1,67,3,1,5.23,0,578,7,3
80240,87391,0,56,1,2,600.16,2,284,5,3
19309,3371,0,33,3,5,26.15,0,432,5,2
59365,48468,1,23,1,5,1500.4,1,243,4,1
32624,87819,0,30,2,3,121.98,2,613,6,0
79311,55671,1,41,2,3,121.98,1,83,5,3
61993,68211,1,36,6,2,2100.0,0,445,5,3
59367,37529,0,56,3,3,15.69,0,693,5,1
56429,25765,0,32,3,5,26.15,0,425,4,1
57343,1763,1,49,2,1,40.66,0,131,2,1
57455,70910,0,35,4,4,2400.68,0,169,5,3
9154,33311,1,22,7,4,143.36,0,371,8,2
78712,39605,1,51,1,3,900.24,0,276,4,1
6262,94597,0,30,0,3,45.45,2,291,4,0
43413,53991,1,44,2,5,203.3,0,179,4,0
45995,67554,1,30,7,5,179.2,1,185,6,0
22675,33921,0,29,1,3,900.24,0,388,5,2
20984,92575,0,57,5,3,35.19,2,181,9,0
73932,22214,1,54,1,1,300.08,0,668,1,1
72194,98354,0,41,1,5,1500.4,0,127,4,3
16549,54827,0,62,2,5,203.3,1,401,9,0
17699,48454,1,33,3,5,26.15,1,90,7,2
98547,48776,0,50,1,2,600.16,0,484,8,1
98317,42514,0,21,1,4,1200.32,1,543,7,1
46692,49426,1,27,2,2,81.32,1,4,6,0
80104,48774,0,32,1,5,1500.4,1,165,5,1
1275,81438,1,18,5,2,23.46,1,689,8,0
76472,21788,0,24,3,4,20.92,1,202,4,1
87789,43691,0,60,3,2,10.46,0,687,3,1
51630,95008,0,39,4,3,1800.51,1,386,1,3
64969,41992,0,31,4,2,1200.34,1,148,5,1
57396,56864,1,61,2,2,81.32,0,479,9,3
49695,43671,1,65,3,1,5.23,1,260,7,1
58028,27728,0,30,3,4,20.92,2,783,7,1
10431,21094,0,52,4,4,2400.68,0,179,5,2
80811,5001,1,61,5,2,23.46,0,283,8,1
36519,71264,0,44,2,2,81.32,1,360,5,0
69246,70886,1,34,4,4,2400.68,2,171,3,3
47107,75427,0,34,1,4,1200.32,1,423,7,0
83185,25856,1,64,2,3,121.98,1,127,5,1
93971,58729,0,45,1,4,1200.32,2,762,6,3
33548,6313,1,39,7,3,107.52,0,88,6,2
42655,36351,1,43,1,5,1500.4,1,314,4,2
37641,11837,0,19,3,3,15.69,0,311,8,2
76838,2463,0,41,1,2,600.16,1,490,6,1
85960,80225,0,22,2,1,40.66,2,583,7,3
10371,23421,0,53,1,3,900.24,0,234,6,2
31705,39975,0,61,0,2,30.3,1,316,4,2
85588,69179,0,63,1,1,300.08,1,391,9,3
69488,1440,1,50,1,4,1200.32,1,37,6,1
17226,18909,0,35,1,3,900.24,1,94,7,2
81747,50489,1,54,2,3,121.98,2,705,3,3
69398,10511,1,55,1,3,900.24,0,126,4,1
12159,78692,1,58,2,5,203.3,1,495,3,0
31602,12854,0,60,2,3,121.98,1,383,6,2
49058,81494,1,53,1,4,1200.32,0,754,3,0
47869,62043,0,64,1,5,1500.4,0,700,3,0
84977,70750,0,23,1,4,1200.32,0,220,6,3
59864,84965,0,65,1,5,1500.4,0,470,6,3
67232,12826,1,46,0,4,60.6,0,487,3,1
48539,3959,0,24,4,1,600.17,2,246,8,2
17247,15157,0,60,1,5,1500.4,0,285,3,2
83848,61585,0,24,3,1,5.23,0,119,2,3
20084,33294,0,62,2,2,81.32,0,459,3,2
23964,40487,0,32,2,1,40.66,2,707,6,2
14370,71810,0,61,0,1,15.15,1,144,7,0
10837,45420,1,59,5,2,23.46,0,765,5,2
63528,35482,1,39,3,1,5.23,1,508,9,1
62857,33233,1,45,6,1,1050.0,0,8,4,1
72158,19789,0,44,2,3,121.98,0,493,2,1
42098,40615,0,56,2,3,121.98,0,532,2,2
54570,62181,0,64,3,3,15.69,0,305,5,3
66402,40247,0,32,2,3,121.98,1,284,9,1
19445,2945,0,24,1,2,600.16,0,773,7,2
38785,83486,1,20,1,2,600.16,0,302,5,0
38096,18705,1,43,1,1,300.08,0,429,9,2
94081,1742,0,52,1,2,600.16,2,216,6,1
70885,26884,0,53,0,5,75.75,0,3,4,1
75222,12671,0,48,2,2,81.32,1,596,5,1
91741,48909,1,33,7,2,71.68,0,57,6,1
98306,89112,1,68,1,3,900.24,2,370,9,3
1542,42999,0,23,2,4,162.64,2,112,4,2
37472,74603,0,61,4,3,1800.51,0,498,4,0
18805,50842,1,48,1,5,1500.4,2,724,4,0
54046,67449,1,41,2,4,162.64,1,525,7,3
2741,96933,0,27,1,3,900.24,2,378,6,0
41294,38281,0,61,2,2,81.32,2,595,3,2
70156,53086,0,60,1,5,1500.4,1,43,6,3
51271,15622,0,39,1,1,300.08,0,462,8,1
34165,47674,0,30,4,4,2400.68,0,644,7,2
44269,84763,0,62,3,2,10.46,0,33,6,0
52129,24138,0,51,4,2,1200.34,1,440,4,1
87606,24890,0,27,2,4,162.64,2,281,6,1
30115,72646,1,67,0,4,60.6,0,112,9,0
69878,56418,0,32,1,5,1500.4,1,163,4,3
49858,85330,0,65,4,1,600.17,1,338,6,3
49297,38237,0,65,1,4,1200.32,2,661,4,2
62995,70669,1,21,6,2,2100.0,2,461,5,3
8928,55951,0,34,4,4,2400.68,2,543,5,0
4371,19211,1,33,2,3,121.98,0,536,4,2
62189,7859,0,36,2,2,81.32,0,485,7,1
22240,81203,0,47,1,1,300.08,0,583,4,0
32012,23531,0,60,3,1,5.23,0,796,8,2
17328,43869,0,38,0,2,30.3,1,486,5,2
64326,25967,0,57,1,1,300.08,1,511,4,1
84221,29320,1,47,1,5,1500.4,0,12,5,1
63414,45828,0,24,4,1,600.17,0,270,4,1
20399,25753,0,53,2,2,81.32,1,667,4,2
18502,44679,0,31,4,3,1800.51,0,788,4,2
34251,74976,0,28,2,2,81.32,1,633,5,0
58116,64542,1,34,5,1,11.73,2,239,6,3
94773,25222,0,48,2,4,162.64,0,37,5,1
29578,64631,0,65,3,3,15.69,1,572,6,0
66375,31988,0,52,3,1,5.23,2,48,7,1
212,79682,0,22,1,5,1500.4,0,403,4,0
98042,68548,0,23,3,3,15.69,0,744,4,3
96042,66786,0,31,5,4,46.92,0,476,9,3
94034,67260,1,21,1,4,1200.32,1,716,5,3
86364,95287,0,55,4,1,600.17,0,510,4,3
46145,62591,1,26,3,4,20.92,0,117,6,0
33029,8203,0,23,3,5,26.15,0,39,4,2
64885,85117,1,56,1,2,600.16,0,73,5,3
21764,66868,0,44,1,5,1500.4,0,461,9,0
24075,1806,1,28,6,1,1050.0,1,388,5,2
94622,46649,0,65,3,4,20.92,0,67,7,1
9799,20511,1,67,7,2,71.68,0,468,7,2
42933,38897,0,55,3,5,26.15,2,610,7,2
94449,62351,0,44,7,2,71.68,2,693,4,3
54993,38301,1,36,5,2,23.46,0,303,8,1
18094,6665,0,41,1,4,1200.32,0,285,7,2
48075,37290,1,53,3,3,15.69,0,141,4,2
57370,82114,0,19,0,4,60.6,1,643,4,3
43548,16338,1,18,3,3,15.69,0,328,4,2
47110,1104,0,35,1,2,600.16,2,365,8,2
38909,39351,0,37,7,1,35.84,2,563,6,2
52981,66380,0,64,3,1,5.23,1,359,4,3
23805,16064,1,33,2,4,162.64,1,700,9,2
28476,77576,1,20,1,5,1500.4,0,244,4,0
86412,78056,0,42,1,1,300.08,0,366,4,3
124,53990,0,62,7,3,107.52,2,416,6,0
83997,55870,1,66,2,3,121.98,0,359,5,3
40967,24208,1,24,1,4,1200.32,2,757,2,2
75864,36842,0,67,1,1,300.08,0,33,3,1
27093,96018,1,20,0,5,75.75,2,59,2,0
87162,66615,0,68,7,5,179.2,0,113,8,3
82843,15536,1,45,2,1,40.66,0,717,7,1
45714,18501,1,46,3,3,15.69,0,128,4,2
42146,57557,0,19,3,5,26.15,1,162,5,0
65061,24807,1,38,5,5,58.65,0,623,7,1
26580,29280,0,20,5,2,23.46,0,452,5,2
18318,67445,0,39,0,5,75.75,1,265,4,0
13707,58784,1,66,2,2,81.32,0,23,9,0
80578,86979,0,51,4,4,2400.68,0,633,4,3
43,29358,0,65,3,5,26.15,0,231,5,2
35171,15888,0,64,1,5,1500.4,0,299,5,2
41498,3776,0,58,1,1,300.08,0,473,5,2
3240,26632,1,46,7,1,35.84,0,71,9,2
80951,21980,1,43,3,3,15.69,0,164,6,1
93226,33542,0,51,3,1,5.23,1,574,4,1
98,95314,0,58,1,3,900.24,1,419,4,0
59432,39085,0,58,7,4,143.36,0,754,4,1
70468,65551,0,46,1,2,600.16,0,206,4,3
82091,41711,0,36,2,3,121.98,2,65,7,1
7642,34496,0,61,1,4,1200.32,1,54,5,2
38396,24394,0,49,1,1,300.08,2,768,5,2
79984,75517,1,18,0,4,60.6,2,482,5,3
55582,40099,0,46,7,3,107.52,1,493,8,1
47012,41151,1,19,1,1,300.08,2,307,6,2
66913,16063,0,36,2,3,121.98,0,549,4,1
98103,21343,1,61,1,5,1500.4,0,292,4,1
58936,6029,1,58,1,3,900.24,1,490,5,1
2461,69423,1,21,7,2,71.68,0,239,3,0
30238,40808,0,22,2,5,203.3,0,632,4,2
56163,94217,1,24,3,4,20.92,0,87,6,3
67929,84714,0,23,3,5,26.15,1,662,2,3
85971,34072,0,36,1,2,600.16,1,152,4,1
93870,16302,0,33,3,3,15.69,0,129,1,1
28465,50547,0,33,1,3,900.24,2,518,6,0
8576,8959,0,58,7,1,35.84,1,677,3,2
51402,21682,0,35,1,4,1200.32,0,318,5,1
34551,1892,0,44,1,3,900.24,0,86,5,2
62064,84824,0,23,1,2,600.16,2,533,5,3
25488,32271,0,48,1,5,1500.4,0,387,2,2
26685,69130,1,18,1,5,1500.4,1,289,6,0
25090,40997,0,57,3,1,5.23,1,222,2,2
63377,27717,1,28,7,1,35.84,0,676,5,1
1146,47042,0,49,4,1,600.17,0,175,5,2
47373,32175,0,31,1,4,1200.32,2,350,5,2
88110,35443,1,19,1,3,900.24,2,75,6,1
10098,31544,1,41,0,3,45.45,1,47,3,2
75576,65869,1,33,4,4,2400.68,1,305,6,3
44253,63440,1,18,5,1,11.73,2,333,9,0
31214,18983,0,34,2,4,162.64,1,668,6,2
42627,27086,1,38,1,1,300.08,0,456,7,2
67301,31931,0,68,1,5,1500.4,1,260,5,1
21061,16407,0,56,6,2,2100.0,0,220,8,2
97528,43717,1,48,6,2,2100.0,2,639,3,1
65198,34625,0,54,4,4,2400.68,0,433,4,1
49843,65169,0,58,2,2,81.32,0,661,7,0
93461,42964,0,56,1,2,600.16,1,551,5,1
49915,586,1,44,2,5,203.3,0,627,4,1
84112,52059,1,39,5,1,11.73,0,264,3,3
63654,52023,1,67,1,2,600.16,2,673,3,3
22067,28732,1,19,1,5,1500.4,0,666,1,2
16415,118,0,36,3,3,15.69,2,531,8,2
52104,89307,1,59,3,1,5.23,2,765,6,3
80886,53060,0,35,4,4,2400.68,2,770,4,3
7013,19743,0,56,2,4,162.64,0,569,8,2
21758,51765,1,23,1,4,1200.32,1,217,4,0
44097,85067,1,42,5,1,11.73,0,664,7,0
60435,75932,0,59,7,4,143.36,0,95,5,3
65973,55575,0,62,7,4,143.36,1,38,6,3
21220,475,1,67,3,2,10.46,0,227,5,2
93505,94904,1,45,7,5,179.2,1,405,7,3
21087,43592,0,37,1,2,600.16,1,335,8,2
19289,24852,0,22,5,1,11.73,0,475,2,2
22171,9155,1,33,2,5,203.3,2,295,6,2
98092,97549,1,19,7,5,179.2,2,292,9,3
50060,9731,0,29,1,3,900.24,1,261,6,1
35712,19691,0,29,1,2,600.16,0,467,5,2
28448,35071,1,18,1,5,1500.4,0,282,4,2
33212,16268,1,62,1,3,900.24,1,663,6,2
23110,26446,0,32,5,2,23.46,0,499,4,2
96526,98119,0,61,1,2,600.16,0,710,1,3
50151,94131,0,44,0,3,45.45,1,556,5,3
15863,64180,0,53,4,1,600.17,1,755,4,0
36966,83525,0,51,1,4,1200.32,0,258,7,0
38609,89604,0,69,7,4,143.36,1,10,4,0
57378,65439,0,19,2,4,162.64,0,522,3,3
39754,60487,1,32,3,5,26.15,0,223,5,0
19155,59009,1,20,0,3,45.45,1,592,4,0
71774,25079,0,53,3,4,20.92,1,556,4,1
57548,5767,1,31,0,2,30.3,0,168,4,1
41692,44709,1,66,1,1,300.08,0,297,5,2
50523,5215,0,66,7,5,179.2,1,718,4,1
68583,63443,0,37,4,1,600.17,2,260,1,3
84227,74325,0,25,2,5,203.3,2,212,5,3
12794,26382,0,55,1,3,900.24,1,359,6,2
89518,92182,1,50,4,1,600.17,2,417,6,3
80094,70228,1,55,1,4,1200.32,0,371,4,3
9011,32992,0,21,3,5,26.15,1,114,4,2
19715,34172,0,36,1,5,1500.4,0,491,4,2
47898,19504,0,21,2,3,121.98,1,689,4,2
27693,65084,0,22,3,4,20.92,1,475,8,0
2011,49272,1,46,4,2,1200.34,2,299,8,2
28620,48489,0,55,2,5,203.3,2,160,5,2
58342,9698,1,21,1,2,600.16,2,743,6,1
33122,79112,0,55,1,4,1200.32,0,759,3,0
98511,51485,1,56,1,2,600.16,2,629,6,3
16298,73152,0,64,5,1,11.73,0,444,5,0
19426,52788,1,64,1,2,600.16,2,105,8,0
16136,73786,0,48,3,1,5.23,1,689,4,0
60407,30849,1,41,1,1,300.08,0,430,4,1
34228,86191,1,25,6,2,2100.0,1,402,7,0
36057,29954,1,62,2,2,81.32,1,436,4,2
65955,35122,1,53,7,3,107.52,0,119,4,1
6894,41182,0,38,7,4,143.36,2,48,1,2
51397,88713,1,42,2,1,40.66,1,606,4,3
91604,90747,1,35,5,5,58.65,1,596,6,3
31216,57978,0,45,4,1,600.17,2,463,4,0
29535,30464,1,61,7,5,179.2,1,435,7,2
9251,79165,1,65,7,4,143.36,2,707,5,0
57648,5630,1,24,1,3,900.24,1,152,5,1
78942,93975,0,60,1,3,900.24,1,101,4,3
48528,2100,0,18,0,4,60.6,2,378,8,2
13418,75420,0,50,1,2,600.16,0,376,9,0
19413,38976,1,54,3,5,26.15,1,781,7,2
27519,51227,1,53,7,3,107.52,0,575,4,0
66972,6280,0,52,3,5,26.15,0,94,9,1
97560,48243,0,34,1,3,900.24,0,418,3,1
85169,79909,0,65,4,1,600.17,1,689,4,3
97886,22473,1,25,1,2,600.16,1,703,5,1
3104,7583,1,31,0,2,30.3,1,318,9,2
31558,15487,0,59,2,4,162.64,2,378,5,2
40454,57154,0,27,2,5,203.3,2,94,4,0
87576,47513,0,21,3,2,10.46,2,148,1,1
51685,68393,1,20,1,1,300.08,2,169,9,3
54843,43168,0,55,4,1,600.17,0,428,4,1
53986,50884,1,32,7,3,107.52,2,361,5,3
31533,57391,1,24,1,2,600.16,2,195,6,0
66840,6780,1,69,6,1,1050.0,1,568,4,1
96635,44186,1,69,2,4,162.64,0,318,1,1
77137,83891,1,54,4,4,2400.68,0,644,3,3
54969,67403,1,53,0,1,15.15,1,50,7,3
4137,53769,0,39,2,3,121.98,0,35,5,0
98336,93026,0,27,2,4,162.64,1,264,4,3
58305,54813,0,24,4,1,600.17,2,503,5,3
52527,87481,0,62,3,1,5.23,0,434,5,3
62061,80419,0,62,1,4,1200.32,0,320,4,3
74549,70108,1,57,1,5,1500.4,1,154,5,3
11387,6139,0,23,3,5,26.15,1,445,4,2
23799,57768,0,30,3,2,10.46,1,150,9,0
93652,8630,1,47,2,1,40.66,1,477,6,1
54840,43157,0,19,1,3,900.24,0,744,4,1
10731,11930,0,63,3,1,5.23,1,144,4,2
92593,75500,0,60,7,4,143.36,1,562,6,3
15044,91706,0,36,4,3,1800.51,1,134,6,0
44961,18527,1,46,3,3,15.69,0,298,9,2
97619,24632,0,66,4,1,600.17,2,277,4,1
9630,43254,1,63,4,3,1800.51,0,325,4,2
24157,42068,1,45,1,4,1200.32,1,691,3,2
20225,24236,1,19,1,4,1200.32,1,325,7,2
43561,20592,1,38,3,2,10.46,1,434,5,2
92878,96628,1,42,1,4,1200.32,0,483,4,3
44532,82911,0,44,7,1,35.84,1,596,3,0
3082,92183,1,64,2,5,203.3,0,789,6,0
98992,88878,0,56,0,2,30.3,2,470,3,3
68501,34532,0,37,1,2,600.16,2,444,6,1
101,4808,0,55,1,4,1200.32,0,323,9,2
24389,35087,1,25,1,5,1500.4,1,413,3,2
49973,63325,0,61,2,5,203.3,1,521,2,3
62502,86325,0,38,1,3,900.24,0,703,4,3
64637,67749,1,24,7,3,107.52,0,135,5,3
33263,11815,0,38,3,5,26.15,1,624,4,2
52572,6311,1,18,6,2,2100.0,2,788,8,1
80911,14067,0,56,0,4,60.6,0,768,8,1
50007,7658,1,57,2,4,162.64,2,95,7,1
33043,62720,0,55,1,4,1200.32,1,355,8,0
13770,55972,0,49,1,5,1500.4,1,556,3,0
43247,18066,0,52,3,5,26.15,2,734,6,2
48101,57420,0,45,2,5,203.3,0,169,7,0
92670,26360,0,67,4,3,1800.51,0,785,5,1
62122,98660,0,51,3,4,20.92,0,21,5,3
14182,25649,1,35,4,3,1800.51,0,756,5,2
41066,17863,0,39,7,5,179.2,0,421,2,2
51391,45780,0,26,4,3,1800.51,0,496,9,1
2284,85507,0,66,4,3,1800.51,1,63,5,0
58093,46627,1,53,0,1,15.15,1,422,7,1
71623,69756,1,69,2,5,203.3,1,371,4,3
89189,42354,0,44,4,1,600.17,0,118,1,1
78333,67273,0,56,1,4,1200.32,1,254,4,3
11547,53734,0,37,3,2,10.46,0,128,8,0
29432,31592,0,33,1,2,600.16,0,618,4,2
37307,69603,0,53,3,4,20.92,1,645,6,0
91854,12243,0,69,2,4,162.64,0,88,7,1
65226,61848,0,29,1,2,600.16,0,480,5,3
83933,42312,0,32,3,4,20.92,2,580,5,1
95806,35377,1,67,3,5,26.15,2,592,4,1
80364,98698,0,45,1,1,300.08,1,135,5,3
35810,92637,1,39,2,1,40.66,0,572,4,0
16950,70120,0,22,3,5,26.15,0,595,7,0
22147,2994,1,60,1,5,1500.4,0,752,4,2
96561,78088,0,32,7,3,107.52,2,733,1,3
64264,1450,1,21,1,5,1500.4,1,598,4,1
69038,18243,0,27,7,5,179.2,1,96,2,1
532,937,1,55,3,1,5.23,0,454,6,2
19879,23678,1,45,0,4,60.6,1,459,9,2
55643,2198,0,38,3,2,10.46,0,54,9,1
13580,65632,1,44,1,3,900.24,1,645,5,0
81434,67503,0,56,7,2,71.68,0,249,6,3
95567,86145,1,18,2,2,81.32,0,698,4,3
1078,79616,0,49,2,3,121.98,0,686,4,0
94442,86185,0,49,7,3,107.52,1,711,3,3
78117,29996,0,25,3,2,10.46,1,670,7,1
50240,62316,0,57,7,2,71.68,0,678,8,3
97641,51253,1,27,5,1,11.73,1,501,3,3
75065,73329,0,50,1,3,900.24,2,759,9,3
36852,3939,0,20,3,3,15.69,1,781,4,2
79000,4948,1,44,2,4,162.64,0,29,5,1
31767,41614,0,66,1,1,300.08,2,778,1,2
82190,34250,0,68,6,1,1050.0,0,562,5,1
36751,47261,0,56,4,4,2400.68,2,325,5,2
36419,90119,1,37,4,1,600.17,0,636,4,0
55349,34727,0,38,7,5,179.2,1,669,4,1
10324,17673,1,47,1,2,600.16,1,324,7,2
95180,33566,0,33,3,1,5.23,0,371,5,1
87530,36156,0,46,2,5,203.3,1,54,5,1
72180,85406,0,65,3,5,26.15,1,323,3,3
32828,75060,0,62,2,4,162.64,0,347,4,0
9861,67526,0,19,5,5,58.65,0,529,6,0
27126,42638,0,51,2,4,162.64,2,741,7,2
52956,4158,1,34,1,3,900.24,1,727,3,1
82129,12971,1,69,5,4,46.92,1,91,7,1
63214,93413,1,48,3,2,10.46,0,670,7,3
58882,50270,1,39,1,3,900.24,0,261,7,3
98164,56975,1,64,1,3,900.24,1,504,3,3
68744,33263,0,61,4,3,1800.51,0,722,4,1
12729,20784,0,52,1,3,900.24,2,621,4,2
