invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
31556,14821,0,51,1,3,900.24,0,574,4
36677,64882,0,51,0,1,15.15,1,292,3
4793,32640,0,56,1,5,1500.4,2,795,8
34379,75695,0,62,3,4,20.92,2,343,5
76416,1688,0,64,2,3,121.98,1,746,3
37638,57895,0,29,3,1,5.23,0,104,2
38877,38382,1,51,7,2,71.68,1,720,2
25029,15215,1,63,3,4,20.92,0,651,6
5770,52353,1,50,2,1,40.66,1,83,4
36834,34805,1,59,5,5,58.65,0,753,2
37028,75124,1,36,1,1,300.08,1,162,4
66199,88363,0,37,1,2,600.16,0,669,5
454,32748,0,54,5,3,35.19,1,659,4
16130,2335,0,54,7,5,179.2,0,519,1
65191,14907,1,19,2,1,40.66,0,200,5
92527,63090,1,40,2,3,121.98,0,178,6
85469,10801,1,47,3,5,26.15,1,301,6
88965,10119,0,59,1,2,600.16,1,671,4
69537,54710,1,39,0,1,15.15,0,152,6
62753,49544,0,34,2,3,121.98,1,452,6
40531,18287,1,23,1,1,300.08,1,222,5
33789,26385,1,33,0,2,30.3,2,404,7
16333,95782,1,26,1,3,900.24,1,757,5
53607,25056,1,55,4,1,600.17,1,758,1
13024,3305,1,39,1,2,600.16,0,538,7
7298,41997,0,36,2,5,203.3,0,116,1
18702,20578,0,25,1,2,600.16,0,451,6
24932,91818,1,26,3,4,20.92,2,193,4
22818,29165,1,59,1,3,900.24,0,355,9
6488,25958,0,29,7,2,71.68,0,469,5
90232,12816,1,65,1,2,600.16,0,392,7
52867,67840,0,51,1,5,1500.4,0,216,6
15838,24878,1,68,3,1,5.23,0,304,6
10172,24313,0,60,1,5,1500.4,0,241,2
21482,90489,1,58,3,1,5.23,1,672,6
36529,71436,0,40,7,4,143.36,1,751,1
61694,1310,0,41,2,5,203.3,0,252,5
41357,78141,0,50,1,5,1500.4,0,703,9
55277,53865,0,21,1,5,1500.4,0,326,1
17552,18818,0,58,1,3,900.24,1,598,8
96687,63565,0,55,3,4,20.92,1,199,5
56398,55942,0,20,1,3,900.24,1,493,5
61286,50831,0,53,5,2,23.46,2,734,2
86876,32951,0,22,7,4,143.36,0,56,8
85962,73838,0,24,1,1,300.08,2,306,5
14501,73757,1,25,3,2,10.46,2,322,5
82215,25561,1,29,1,4,1200.32,2,767,8
4107,19201,0,18,3,5,26.15,1,720,4
17554,76099,0,27,1,5,1500.4,1,546,7
31538,7525,1,22,4,3,1800.51,0,686,6
58035,77354,1,67,4,2,1200.34,0,449,2
17094,50717,0,22,1,1,300.08,2,655,4
58374,19440,1,37,0,4,60.6,0,672,5
62179,66267,1,21,0,5,75.75,1,741,4
9044,66153,1,35,1,1,300.08,0,608,4
61939,4328,0,55,1,4,1200.32,1,367,4
52327,6854,0,27,5,1,11.73,1,252,3
96659,39289,1,60,2,4,162.64,0,776,6
16121,36288,1,55,7,4,143.36,0,469,8
30320,11568,0,43,1,1,300.08,2,662,6
69222,74677,1,59,3,1,5.23,1,764,4
4575,87598,1,58,1,5,1500.4,2,689,9
5417,985,0,51,1,5,1500.4,1,2,7
75698,62429,1,69,1,2,600.16,1,191,7
15686,838,1,41,2,2,81.32,1,338,6
86328,11458,1,55,3,5,26.15,1,639,7
4645,13536,0,48,2,3,121.98,1,528,9
52319,38705,1,21,2,2,81.32,0,574,6
55820,54251,1,29,1,5,1500.4,0,461,5
59747,92694,1,67,1,3,900.24,0,267,5
54589,1116,0,45,4,2,1200.34,0,81,3
65546,57520,0,49,7,2,71.68,0,464,7
45541,17456,0,46,2,4,162.64,1,67,8
7297,29332,1,45,3,1,5.23,1,731,6
7824,11817,0,67,1,1,300.08,0,448,4
82233,47735,0,30,5,3,35.19,1,790,5
46704,8667,0,66,2,2,81.32,2,352,3
55785,69050,1,52,3,1,5.23,1,490,4
15012,56404,1,60,1,1,300.08,2,523,5
93967,76998,0,31,2,1,40.66,0,626,1
85525,94648,0,27,1,2,600.16,0,201,4
44013,18147,0,52,1,3,900.24,0,464,5
40869,24842,1,68,4,2,1200.34,1,486,5
58300,85215,1,27,1,1,300.08,1,785,6
77776,66782,0,23,0,1,15.15,1,631,5
54791,35303,1,51,1,2,600.16,0,401,4
4020,71483,0,50,1,2,600.16,1,643,4
34453,55973,1,33,1,4,1200.32,2,214,5
35313,5718,1,42,3,5,26.15,1,596,6
71097,26625,1,31,7,5,179.2,0,357,7
12854,61993,0,57,6,1,1050.0,0,201,5
27724,70965,1,43,1,3,900.24,0,360,2
77056,56611,1,47,1,3,900.24,0,77,2
47014,30755,0,41,2,2,81.32,1,701,4
27754,56524,0,46,2,2,81.32,2,683,6
33650,62100,0,31,7,1,35.84,2,475,1
65261,88114,1,27,2,1,40.66,1,496,4
63854,45629,1,55,2,1,40.66,0,753,2
93514,73025,0,24,5,4,46.92,0,210,6
90133,51994,0,30,7,4,143.36,0,240,6
79042,1897,1,30,3,1,5.23,0,560,7
58542,55293,1,59,1,1,300.08,0,43,7
39938,31848,1,55,1,3,900.24,0,428,5
57268,11922,0,33,0,2,30.3,0,291,8
23683,54668,0,29,7,3,107.52,2,149,4
37343,74639,0,69,1,1,300.08,0,722,9
21310,60684,1,57,3,1,5.23,1,136,9
20923,13528,0,41,1,1,300.08,0,423,4
78766,58560,0,62,7,3,107.52,1,2,4
81553,4886,0,64,1,1,300.08,2,513,5
33859,37776,0,21,3,3,15.69,1,643,6
2532,39882,0,41,7,5,179.2,2,741,3
61405,106,0,50,2,4,162.64,0,620,4
63124,65952,1,31,7,1,35.84,0,133,4
13513,49582,0,27,1,2,600.16,2,674,5
15060,32158,0,68,3,2,10.46,0,161,9
6979,73070,0,59,2,5,203.3,2,183,1
52974,14695,0,48,4,1,600.17,2,546,5
62875,93516,0,39,0,5,75.75,0,714,5
52729,2435,1,62,4,2,1200.34,0,508,1
95650,2380,0,28,3,4,20.92,2,261,1
69771,31744,0,66,1,1,300.08,0,27,6
92697,60749,0,44,2,4,162.64,0,337,4
60567,52570,1,51,2,4,162.64,1,600,4
12388,60400,1,19,4,3,1800.51,0,365,6
31293,47155,1,38,3,4,20.92,2,616,2
3814,16004,1,34,1,2,600.16,0,343,4
96658,36670,0,69,4,4,2400.68,0,549,6
24721,6651,0,58,7,2,71.68,0,394,8
66468,21083,0,50,1,5,1500.4,2,302,2
15386,160,0,19,3,3,15.69,1,161,7
13834,58992,0,56,0,4,60.6,1,143,4
31848,94680,0,55,7,4,143.36,2,227,7
12459,79146,1,57,0,5,75.75,0,200,6
69962,59946,0,48,1,3,900.24,0,250,4
95293,34578,0,40,5,3,35.19,2,730,5
10809,13849,0,44,7,5,179.2,1,133,5
5898,4662,1,45,4,1,600.17,2,375,5
27549,22399,0,35,5,1,11.73,2,181,4
86139,16010,0,57,2,3,121.98,1,636,7
6326,32038,1,60,1,4,1200.32,1,793,5
84271,24285,0,61,1,4,1200.32,0,368,6
53512,87090,0,40,0,1,15.15,0,597,4
22378,87991,0,25,1,4,1200.32,0,140,3
69304,52970,0,64,5,4,46.92,2,222,1
96712,18055,1,47,2,2,81.32,2,562,6
88233,12514,1,19,3,5,26.15,0,657,4
38250,17414,1,42,1,2,600.16,0,485,6
96690,30038,0,63,1,2,600.16,0,562,7
19189,9003,0,41,4,4,2400.68,2,11,7
14578,9439,1,35,4,1,600.17,0,177,8
5654,11546,0,18,3,1,5.23,2,569,8
77678,34825,1,28,3,2,10.46,1,414,8
59473,40703,0,32,4,1,600.17,2,648,8
79486,47374,1,33,3,2,10.46,2,544,5
75814,98846,1,18,3,2,10.46,1,110,9
48136,40533,0,37,1,3,900.24,0,595,6
50573,30208,0,41,3,3,15.69,2,788,9
80308,46657,0,53,2,4,162.64,0,724,6
66106,73791,1,53,7,5,179.2,0,129,5
47463,36358,0,35,3,4,20.92,1,405,6
79497,2841,0,68,1,3,900.24,2,178,6
76389,29842,0,48,1,3,900.24,2,229,7
69271,10994,1,43,1,5,1500.4,0,405,9
8272,23012,1,28,3,4,20.92,0,785,6
30504,53202,0,27,7,1,35.84,0,373,5
29930,32026,1,53,3,2,10.46,1,738,5
15946,40264,1,20,3,2,10.46,0,69,5
7617,98484,1,22,3,1,5.23,1,273,7
41832,46699,1,48,7,5,179.2,0,352,5
40616,87019,0,63,4,4,2400.68,1,463,8
89457,17029,0,45,1,3,900.24,1,336,5
28387,79913,1,47,7,3,107.52,0,578,5
9307,90768,0,50,5,1,11.73,2,124,5
25301,78322,1,66,1,3,900.24,1,202,5
40724,25717,0,35,2,5,203.3,1,581,3
91132,32447,1,62,4,4,2400.68,0,485,5
88389,94655,0,39,1,5,1500.4,2,674,5
55553,58554,0,41,2,2,81.32,1,363,3
27314,13784,1,38,0,2,30.3,0,371,4
39221,43219,0,63,2,1,40.66,0,230,7
53464,40676,0,59,7,4,143.36,0,477,4
70807,41703,1,41,3,2,10.46,0,767,4
41207,57441,1,41,2,3,121.98,1,14,3
35554,92388,0,67,1,5,1500.4,2,83,3
48337,48519,0,34,1,5,1500.4,1,295,3
27109,51642,0,44,1,2,600.16,0,463,8
28349,10105,1,38,1,5,1500.4,1,493,7
16684,1569,0,28,1,3,900.24,1,18,7
10169,55694,0,34,3,5,26.15,0,276,3
31963,86086,1,63,2,1,40.66,0,367,8
98138,11253,1,49,1,3,900.24,0,298,6
14170,71678,0,43,1,5,1500.4,2,715,6
97373,37204,1,66,3,5,26.15,0,122,7
15324,14499,1,69,1,4,1200.32,0,649,4
27787,58076,0,69,1,3,900.24,0,713,5
8022,86136,0,45,2,1,40.66,1,492,5
38519,30559,0,26,1,1,300.08,0,24,4
90732,95599,1,44,5,1,11.73,1,472,7
24115,44044,1,24,2,4,162.64,0,220,6
1637,60212,0,33,7,1,35.84,0,408,4
46960,63595,0,58,7,3,107.52,1,724,5
98654,99138,0,42,1,3,900.24,0,153,4
69960,25138,1,25,6,1,1050.0,1,264,6
16087,84219,0,50,5,2,23.46,2,167,5
7800,67159,0,22,6,1,1050.0,2,194,1
49351,8791,1,22,6,1,1050.0,2,50,2
850,32974,1,20,1,3,900.24,1,240,2
9596,54191,1,19,7,1,35.84,0,177,2
79351,92762,0,43,2,3,121.98,1,615,5
39394,64298,0,53,5,5,58.65,1,83,5
23035,93459,0,46,1,3,900.24,1,197,8
23768,31444,1,33,1,3,900.24,2,349,4
28268,40351,0,67,1,5,1500.4,0,780,5
44426,74398,0,21,3,3,15.69,0,272,5
72322,13079,0,25,4,3,1800.51,1,481,7
87008,71662,1,37,2,2,81.32,0,151,5
56180,82634,1,42,2,2,81.32,0,784,5
16145,64738,0,41,4,4,2400.68,1,132,3
46640,56124,0,36,1,3,900.24,2,91,6
39325,54990,0,19,4,1,600.17,1,237,4
20904,87174,1,63,0,4,60.6,0,674,6
31421,62015,1,25,1,1,300.08,1,698,5
73510,62969,0,68,4,4,2400.68,0,44,5
50508,4357,0,51,1,3,900.24,2,397,4
76060,81812,1,63,7,4,143.36,1,244,3
73776,62628,0,19,1,3,900.24,2,206,4
22762,76520,1,20,7,1,35.84,2,527,7
8186,17465,1,27,7,1,35.84,0,318,6
63704,34758,1,20,4,2,1200.34,1,63,3
51230,54962,1,32,2,4,162.64,1,635,3
90435,22682,0,64,5,1,11.73,0,625,3
65752,85679,0,64,5,5,58.65,2,687,9
65668,36402,0,52,7,4,143.36,1,11,3
73944,33111,0,34,5,1,11.73,1,369,5
59180,72917,1,37,7,1,35.84,0,447,2
44916,77155,1,28,1,3,900.24,2,94,5
16700,30089,0,22,1,3,900.24,1,479,4
97841,79245,1,41,1,4,1200.32,0,695,4
14098,89879,1,43,1,1,300.08,0,577,2
53130,45046,1,49,1,3,900.24,1,671,5
56520,20071,0,38,1,3,900.24,1,40,6
39066,50595,1,51,5,3,35.19,1,588,6
84192,60355,1,63,3,4,20.92,1,353,4
80855,4760,0,47,0,5,75.75,0,652,1
63047,80661,1,33,3,1,5.23,0,794,7
27659,96347,0,69,5,3,35.19,0,708,9
68982,78667,1,32,4,2,1200.34,0,555,9
32994,76475,0,28,0,5,75.75,0,506,5
66814,65607,0,60,4,1,600.17,0,234,3
90955,6817,0,62,3,1,5.23,2,330,4
65225,87913,0,21,1,4,1200.32,2,483,7
21269,43987,1,21,1,4,1200.32,1,146,9
91656,45342,1,21,1,1,300.08,1,160,4
47257,14572,0,49,1,4,1200.32,2,14,5
1856,60767,0,45,0,3,45.45,2,182,3
12987,62806,1,27,1,5,1500.4,2,322,6
10647,11639,1,29,4,3,1800.51,0,735,6
41515,85932,0,49,1,5,1500.4,1,534,4
84251,29365,1,49,0,1,15.15,1,108,6
18391,49623,1,22,1,2,600.16,0,472,9
57221,89825,1,34,7,2,71.68,2,194,5
26934,50213,1,56,3,3,15.69,0,468,5
31269,76251,0,22,4,4,2400.68,0,265,4
94239,62864,0,54,1,1,300.08,0,97,6
54645,7045,0,54,3,4,20.92,2,604,5
24515,22837,1,55,1,4,1200.32,0,600,2
95582,74938,0,28,4,3,1800.51,0,382,3
13745,65228,0,62,1,5,1500.4,0,737,6
427,78521,0,21,1,3,900.24,2,33,4
11908,51656,0,47,7,5,179.2,0,614,4
23841,10068,1,69,3,5,26.15,1,355,9
73180,50589,0,28,6,2,2100.0,1,474,7
16155,30581,0,24,7,1,35.84,1,16,7
49477,52742,1,35,5,3,35.19,0,173,5
53985,88611,1,63,1,2,600.16,0,395,8
76922,9910,0,32,1,4,1200.32,0,625,3
64746,1468,0,29,3,1,5.23,1,252,6
81701,87666,0,58,1,4,1200.32,2,668,5
63820,86988,1,54,2,3,121.98,0,135,5
33398,66518,0,36,4,1,600.17,0,684,7
14425,50921,1,48,1,2,600.16,0,278,2
95216,25111,1,20,1,4,1200.32,1,341,7
62736,94666,1,67,1,5,1500.4,0,275,4
34617,44741,1,49,3,4,20.92,0,11,4
18972,51547,1,20,1,5,1500.4,1,339,7
77932,734,1,30,4,2,1200.34,1,624,6
69388,26481,0,45,1,5,1500.4,0,354,4
66441,26989,0,42,1,2,600.16,2,196,5
27507,51917,0,28,6,1,1050.0,1,156,4
59081,88881,0,66,6,1,1050.0,0,216,6
33362,24681,0,55,7,2,71.68,0,645,4
58492,62023,0,20,1,3,900.24,1,84,7
66855,14360,0,29,1,5,1500.4,0,608,5
70728,15610,1,42,7,5,179.2,0,10,6
51653,35675,0,26,2,4,162.64,0,464,3
82146,88153,1,55,1,5,1500.4,1,40,5
21690,44753,0,62,7,3,107.52,1,622,8
28792,41990,0,31,7,3,107.52,1,643,2
92386,83759,0,38,1,2,600.16,0,730,5
63639,58226,1,42,1,4,1200.32,0,299,4
79415,84669,0,68,3,5,26.15,1,656,5
48025,2439,0,41,3,4,20.92,0,493,7
34975,40878,0,31,4,1,600.17,1,437,5
30503,52552,0,55,1,5,1500.4,2,507,7
91577,34157,0,66,1,1,300.08,1,290,3
70710,72318,0,66,7,4,143.36,1,369,5
46568,32870,0,41,1,1,300.08,0,212,8
20021,93527,0,59,3,4,20.92,2,232,2
45096,18947,0,35,4,2,1200.34,0,368,1
27029,70444,0,69,4,1,600.17,1,357,5
56230,85944,0,46,7,1,35.84,1,192,3
1887,16137,0,39,3,5,26.15,1,663,5
14424,88702,0,23,6,2,2100.0,0,735,6
96346,58368,0,58,3,2,10.46,1,77,4
67791,60590,1,59,4,1,600.17,0,740,7
19853,11368,0,20,1,5,1500.4,2,247,6
36418,4273,0,33,2,3,121.98,1,788,5
57561,10746,1,48,0,1,15.15,1,365,1
23240,77271,0,51,5,2,23.46,0,367,4
22635,30860,0,58,3,2,10.46,2,381,5
36694,11477,1,67,7,3,107.52,0,203,6
31026,24543,0,30,2,4,162.64,2,744,5
18136,28293,1,65,2,4,162.64,0,27,6
60490,78959,1,19,1,1,300.08,0,201,5
44138,79194,1,23,1,4,1200.32,0,222,3
63982,89378,1,19,1,3,900.24,1,456,3
61122,36254,0,18,1,4,1200.32,2,397,7
92896,44240,0,43,4,4,2400.68,0,128,2
35395,94522,1,69,1,1,300.08,1,727,6
89967,42331,0,66,4,4,2400.68,1,192,5
15927,43535,0,29,7,4,143.36,1,755,5
33022,66993,0,63,1,4,1200.32,1,775,5
14865,39220,0,18,5,3,35.19,0,417,6
59538,12725,1,22,1,2,600.16,0,638,5
31951,94613,1,45,7,1,35.84,1,321,6
35572,5057,0,55,1,5,1500.4,0,637,6
26600,91647,0,65,4,2,1200.34,1,306,2
17559,28400,0,57,3,1,5.23,0,152,6
75055,26165,0,55,6,1,1050.0,0,101,5
9352,55623,0,19,2,1,40.66,1,214,8
61543,58985,0,67,1,5,1500.4,0,393,7
86501,68939,0,44,7,4,143.36,0,786,6
88071,19206,1,20,2,5,203.3,0,576,3
69517,93408,0,28,1,2,600.16,0,606,5
7647,32742,1,67,7,5,179.2,0,776,4
16735,62451,0,61,7,5,179.2,0,176,6
20990,79252,0,45,4,1,600.17,0,638,4
89682,71761,0,29,3,2,10.46,1,713,1
94192,26936,1,37,3,4,20.92,2,112,6
78006,93333,1,43,4,2,1200.34,1,795,7
30710,81520,1,33,0,2,30.3,2,558,5
76784,67515,0,63,1,4,1200.32,2,692,5
65858,33287,1,33,1,2,600.16,1,320,8
85677,934,1,32,4,4,2400.68,2,193,7
96448,1009,0,58,1,5,1500.4,0,550,6
86165,47313,1,23,2,3,121.98,2,629,7
68194,2401,1,61,1,5,1500.4,1,679,5
33627,27283,0,52,2,4,162.64,0,599,8
69371,60488,0,51,3,3,15.69,0,58,5
73498,78827,0,41,3,2,10.46,0,659,9
57083,81053,1,35,0,4,60.6,0,92,9
91827,57595,1,51,1,2,600.16,0,781,3
51747,77192,1,35,1,5,1500.4,0,512,4
17152,9886,0,57,5,1,11.73,0,654,4
25805,86591,1,18,1,3,900.24,1,145,7
27383,30445,0,36,1,3,900.24,2,338,7
71851,16702,0,42,1,1,300.08,0,440,8
12582,73729,1,68,1,3,900.24,2,377,5
28208,90277,1,33,2,3,121.98,1,741,6
38228,39548,0,66,7,5,179.2,0,429,6
68754,57740,0,58,5,5,58.65,1,734,4
3598,84379,1,36,3,3,15.69,1,725,8
11611,11110,1,68,4,3,1800.51,0,532,5
80955,68052,0,51,3,1,5.23,2,265,4
52436,15182,1,36,1,1,300.08,1,792,5
82321,48573,1,24,3,5,26.15,0,223,2
58473,6746,1,42,1,1,300.08,0,472,4
25195,35177,1,69,4,3,1800.51,0,614,5
44142,21068,1,37,1,2,600.16,0,75,1
21141,43870,0,53,5,1,11.73,1,280,8
21031,23378,1,27,2,3,121.98,0,238,7
29150,36705,0,69,5,2,23.46,1,377,5
38774,50675,0,29,7,4,143.36,0,716,3
26637,56598,1,60,1,1,300.08,1,91,7
69035,30165,1,56,3,5,26.15,2,195,4
42750,49052,1,39,1,4,1200.32,1,75,8
7483,94694,0,37,1,4,1200.32,0,644,4
27530,50241,0,34,2,4,162.64,1,680,4
24398,29276,1,26,2,5,203.3,0,74,6
31869,15548,1,34,2,4,162.64,2,426,8
23811,4413,0,24,1,3,900.24,0,236,6
41647,51932,1,48,2,5,203.3,1,574,1
53919,39296,0,39,2,1,40.66,0,573,6
64345,89421,0,51,4,2,1200.34,1,487,4
38098,38235,0,59,6,2,2100.0,1,439,8
72147,12175,1,39,0,1,15.15,0,731,1
736,63951,0,50,5,3,35.19,0,288,1
35446,31749,0,55,4,2,1200.34,0,292,6
19247,92431,0,55,2,1,40.66,0,251,9
63302,1717,0,67,2,1,40.66,2,527,7
69856,70703,0,24,1,2,600.16,1,10,3
20177,13999,0,68,1,1,300.08,2,535,7
19149,5986,0,38,3,3,15.69,1,305,4
8571,89179,1,19,1,3,900.24,0,788,5
93755,37346,0,67,1,2,600.16,0,744,4
18551,94695,1,39,1,5,1500.4,1,647,3
80185,1158,1,62,1,3,900.24,0,245,2
90052,35415,1,38,1,2,600.16,0,273,6
95549,11953,0,19,4,2,1200.34,2,496,5
56889,26979,1,40,3,1,5.23,2,319,5
39257,65961,1,18,5,4,46.92,1,644,4
18492,27234,1,41,1,5,1500.4,2,725,5
17704,57832,0,44,7,1,35.84,1,365,5
52271,36647,0,54,1,4,1200.32,1,699,4
17162,73898,1,47,1,2,600.16,2,253,7
73194,27726,1,33,1,2,600.16,2,751,5
11057,21008,0,43,7,5,179.2,0,549,5
44073,69359,0,24,1,4,1200.32,1,620,7
6926,82545,0,43,4,4,2400.68,0,788,5
40698,18161,0,57,1,4,1200.32,1,181,1
60849,64410,0,49,1,5,1500.4,1,362,5
40139,95827,1,32,1,2,600.16,2,477,7
23296,59467,0,41,2,4,162.64,1,407,8
46170,24709,0,62,2,1,40.66,1,315,5
41861,7932,1,22,0,4,60.6,1,14,5
6264,40292,1,40,5,3,35.19,0,186,6
82073,95426,0,51,3,4,20.92,0,773,5
7936,17615,1,38,4,1,600.17,2,86,4
69084,43247,1,65,2,2,81.32,0,512,3
75301,543,1,33,3,1,5.23,0,212,1
19344,58085,0,63,4,3,1800.51,2,604,5
81798,35340,1,62,5,4,46.92,0,326,5
38455,37002,1,61,1,1,300.08,0,619,2
17343,28824,0,50,1,4,1200.32,0,18,4
23511,70367,0,26,5,1,11.73,1,545,4
71621,79735,1,36,1,5,1500.4,0,518,3
47313,32199,1,42,1,2,600.16,0,576,4
56347,53853,0,62,0,1,15.15,0,279,6
22343,91482,1,51,7,1,35.84,0,642,4
97758,80324,0,57,1,4,1200.32,0,666,5
19689,50608,0,64,2,4,162.64,2,12,9
61851,13997,1,25,1,1,300.08,0,570,4
39601,796,1,25,7,3,107.52,1,182,3
57743,32134,0,45,7,1,35.84,0,406,6
14554,32607,0,42,1,2,600.16,0,71,1
28454,4259,0,69,3,3,15.69,1,329,3
35815,8595,0,63,1,2,600.16,0,658,6
72177,47968,0,67,1,3,900.24,1,146,4
50868,79830,1,22,1,4,1200.32,0,731,6
69182,76695,1,35,1,3,900.24,0,622,6
31340,21144,1,61,7,4,143.36,0,755,5
65577,38922,1,19,1,2,600.16,0,323,7
97397,61477,0,44,2,5,203.3,0,211,8
47079,52187,0,68,5,2,23.46,0,453,4
68849,81031,0,49,1,1,300.08,0,348,7
2972,61017,1,38,3,3,15.69,1,548,7
1202,83350,1,34,2,2,81.32,1,11,3
32454,57857,1,33,3,2,10.46,2,292,9
78878,47357,1,20,3,1,5.23,0,645,7
73739,43680,1,54,2,4,162.64,1,354,8
82620,47198,0,55,0,1,15.15,1,61,5
69612,10477,1,60,3,4,20.92,0,19,4
4453,14260,1,31,1,5,1500.4,1,747,5
24447,86553,0,48,1,1,300.08,2,136,5
15528,10528,0,24,4,3,1800.51,0,557,7
40331,99124,0,28,2,3,121.98,1,407,3
63127,34480,0,37,7,3,107.52,0,562,9
49805,50947,0,24,5,1,11.73,1,399,9
65591,72506,1,34,1,5,1500.4,1,655,6
72680,14815,0,51,7,4,143.36,0,556,3
94212,98668,0,27,3,4,20.92,0,291,4
10071,33791,0,67,3,3,15.69,1,480,6
305,46960,0,46,4,4,2400.68,0,448,3
7474,64975,0,32,7,2,71.68,2,549,6
26740,67789,0,22,4,4,2400.68,0,566,6
4000,22501,0,23,7,4,143.36,1,793,4
38278,51991,0,44,7,1,35.84,2,224,9
354,4414,0,58,1,5,1500.4,0,764,7
90245,10414,1,35,7,5,179.2,0,254,4
48206,8717,0,50,7,1,35.84,1,167,7
52710,51549,1,31,3,1,5.23,1,629,7
36355,40246,0,40,7,4,143.36,1,663,6
20460,38907,1,43,1,1,300.08,2,349,9
85153,14747,1,69,0,2,30.3,1,671,6
2405,69789,0,37,4,1,600.17,2,206,7
68587,12604,1,20,5,4,46.92,2,720,6
58953,8080,1,38,1,1,300.08,0,770,7
20421,18083,0,48,7,3,107.52,1,489,7
6940,39918,0,59,2,2,81.32,1,489,7
53184,11114,0,40,4,2,1200.34,0,482,5
77614,57439,0,37,2,4,162.64,1,43,3
23998,6325,1,47,1,4,1200.32,0,258,4
18555,3736,0,61,5,4,46.92,1,281,6
2090,81534,1,19,4,3,1800.51,1,526,8
3442,98031,0,22,1,2,600.16,0,651,9
86345,88191,0,39,1,3,900.24,0,254,5
90223,4616,0,31,0,4,60.6,0,307,6
70142,45351,0,52,1,5,1500.4,2,87,3
43641,9436,1,50,2,5,203.3,0,17,9
42923,11805,0,34,2,2,81.32,1,263,4
52530,96285,0,24,1,1,300.08,0,229,4
91787,37239,1,27,3,3,15.69,0,694,7
37083,36747,0,25,2,5,203.3,1,753,3
34881,21119,0,62,1,5,1500.4,2,611,8
18942,21566,0,45,5,1,11.73,0,586,4
53301,77794,0,34,1,4,1200.32,0,768,5
21566,71295,0,18,2,4,162.64,2,780,5
73719,57675,0,63,1,5,1500.4,0,747,4
11844,71123,1,46,7,5,179.2,0,740,2
29509,16790,0,34,4,4,2400.68,0,57,4
9149,10755,1,42,1,3,900.24,0,380,7
42168,70671,1,58,7,1,35.84,0,440,5
52080,25933,1,59,1,2,600.16,0,144,8
31620,85588,0,56,3,2,10.46,0,292,7
78046,76935,1,67,7,3,107.52,1,648,9
44318,21820,1,59,1,5,1500.4,1,295,7
77464,83652,0,40,4,2,1200.34,2,370,4
76893,42466,0,39,1,2,600.16,1,273,3
89863,57828,0,52,1,5,1500.4,1,559,4
15228,9072,0,24,3,1,5.23,1,472,3
92704,5882,0,57,2,2,81.32,1,713,4
7934,22653,1,40,1,1,300.08,0,415,1
45081,59964,0,28,5,5,58.65,1,650,4
12938,33898,0,59,1,2,600.16,1,216,4
2338,58947,0,55,1,5,1500.4,2,226,3
90544,35970,0,19,1,2,600.16,1,375,9
53432,4803,0,24,1,1,300.08,2,533,3
97194,32599,1,56,7,5,179.2,1,634,6
29445,11281,0,19,1,3,900.24,1,454,8
84098,7223,0,52,3,5,26.15,0,228,4
13974,64023,0,36,0,3,45.45,0,119,4
33568,86285,1,33,4,2,1200.34,0,501,4
61153,75235,0,32,3,2,10.46,1,264,6
45879,11645,0,21,2,1,40.66,0,61,6
67386,4013,1,33,6,1,1050.0,0,112,4
7433,48512,1,66,1,3,900.24,1,63,3
58005,32285,1,39,1,1,300.08,1,784,4
9351,98706,0,23,0,4,60.6,1,117,7
86255,14078,0,29,0,2,30.3,0,746,6
44834,86271,0,58,2,4,162.64,0,588,5
93857,39742,1,66,3,3,15.69,0,448,7
18174,49539,1,33,4,2,1200.34,2,178,7
88045,14081,1,64,7,1,35.84,1,722,2
53136,61264,0,61,3,2,10.46,0,508,5
13496,38082,1,21,1,1,300.08,1,83,6
1018,414,0,20,1,1,300.08,1,395,4
84556,22101,1,69,2,5,203.3,1,727,1
83123,58307,1,22,7,3,107.52,0,505,7
30645,71351,0,49,3,1,5.23,1,322,4
90514,22099,1,66,5,5,58.65,1,640,7
67184,63894,0,41,4,4,2400.68,1,410,9
27218,9110,0,55,2,2,81.32,1,478,4
6995,76065,1,58,2,4,162.64,0,738,4
95695,48010,0,35,1,5,1500.4,0,234,6
88634,29946,1,46,1,1,300.08,0,384,4
8543,62126,0,35,3,3,15.69,0,712,4
64657,52866,1,38,7,3,107.52,0,499,5
57900,23505,1,49,0,3,45.45,0,694,7
37846,85601,0,69,1,3,900.24,0,64,4
21240,22306,0,58,1,4,1200.32,0,679,4
74157,53650,1,55,3,3,15.69,1,437,2
36943,20432,0,36,7,5,179.2,0,336,5
44154,25098,1,36,1,5,1500.4,1,150,4
46488,73664,0,23,1,5,1500.4,2,193,6
36546,96474,0,30,1,1,300.08,1,536,2
34644,76831,1,25,4,4,2400.68,0,597,4
90151,1724,0,30,1,1,300.08,1,513,1
6351,54386,1,27,7,1,35.84,0,391,5
16520,18296,0,63,2,2,81.32,1,512,6
26827,49045,0,35,1,3,900.24,1,144,5
72404,52019,0,69,1,4,1200.32,0,636,4
53971,84978,1,52,1,3,900.24,1,551,4
1455,77278,0,36,3,2,10.46,0,451,5
43365,64762,1,47,4,4,2400.68,1,139,5
9406,60516,0,48,4,1,600.17,1,58,4
