customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score
53438,1,1,1200.32,5,3,3,533
53445,1,1,4801.28,5,3,4,534
53446,1,1,896.0,5,3,3,533
53449,1,1,2700.7200000000003,5,3,3,533
53451,1,1,7502.0,5,3,4,534
53452,1,1,1200.32,5,3,3,533
53453,1,1,9602.72,5,3,4,534
53455,1,1,1200.32,5,3,3,533
53457,1,1,600.17,5,3,3,533
53458,1,1,7502.0,5,3,4,534
53459,1,1,4801.28,5,3,4,534
53460,1,1,1200.32,5,3,3,533
53464,1,1,2700.7200000000003,5,3,3,533
53466,1,1,2400.68,5,3,3,533
53469,1,1,5401.53,5,3,4,534
53471,1,1,4801.28,5,3,4,534
53472,1,1,2700.7200000000003,5,3,3,533
53473,1,1,4801.28,5,3,4,534
53474,1,1,2700.7200000000003,5,3,3,533
53476,1,1,4801.28,5,3,4,534
53483,1,1,2700.7200000000003,5,3,3,533
53484,1,1,1200.32,5,3,3,533
53485,1,1,2400.68,5,3,3,533
53486,1,1,1200.32,5,3,3,533
53489,1,1,4801.28,5,3,4,534
53490,1,1,896.0,5,3,3,533
53495,1,1,4801.28,5,3,4,534
53497,1,1,650.56,5,3,3,533
53498,1,1,9602.72,5,3,4,534
53499,1,1,2400.68,5,3,3,533
53500,1,1,650.56,5,3,3,533
53501,1,1,4801.28,5,3,4,534
53504,1,1,1016.5,5,3,3,533
53509,1,1,1200.32,5,3,3,533
53511,1,1,1016.5,5,3,3,533
53512,1,1,4801.28,5,3,4,534
53513,1,1,7502.0,5,3,4,534
53515,1,1,2700.7200000000003,5,3,3,533
53516,1,1,1200.32,5,3,3,533
53518,1,1,650.56,5,3,3,533
53519,1,1,2700.7200000000003,5,3,3,533
53521,1,1,4801.28,5,3,4,534
53524,1,1,4801.28,5,3,4,534
53526,1,1,1200.32,5,3,3,533
53528,1,1,7502.0,5,3,4,534
53531,1,1,600.17,5,3,3,533
53534,1,1,2400.68,5,3,3,533
53537,1,1,600.17,5,3,3,533
53543,1,1,7502.0,5,3,4,534
53547,1,1,2700.7200000000003,5,3,3,533
53549,1,1,4801.28,5,3,4,534
53551,1,1,2700.7200000000003,5,3,3,533
53552,1,1,1016.5,5,3,3,533
53553,1,1,9602.72,5,3,4,534
53554,1,1,4801.28,5,3,4,534
53555,1,1,1200.32,5,3,3,533
53557,1,1,1200.32,5,3,3,533
53558,1,1,2400.68,5,3,3,533
53559,1,1,2400.68,5,3,3,533
53561,1,1,600.17,5,3,3,533
53563,1,1,4801.28,5,3,4,534
53566,1,1,7502.0,5,3,4,534
53572,1,1,1200.32,5,3,3,533
53574,1,1,7502.0,5,3,4,534
53575,1,1,1200.32,5,3,3,533
53576,1,1,7502.0,5,3,4,534
53577,1,1,4200.0,5,3,4,534
53579,1,1,4801.28,5,3,4,534
53581,1,1,5401.53,5,3,4,534
53583,1,1,896.0,5,3,3,533
53584,1,1,5401.53,5,3,4,534
53585,1,1,650.56,5,3,3,533
53586,1,1,600.17,5,3,3,533
53590,1,1,1200.32,5,3,3,533
53591,1,1,2700.7200000000003,5,3,3,533
53593,1,1,600.17,5,3,3,533
53595,1,1,1016.5,5,3,3,533
53596,1,1,7502.0,5,3,4,534
53599,1,1,896.0,5,3,3,533
53604,1,1,7502.0,5,3,4,534
53608,1,1,7502.0,5,3,4,534
53610,1,1,9602.72,5,3,4,534
53611,1,1,5401.53,5,3,4,534
53612,1,1,2700.7200000000003,5,3,3,533
53613,1,1,7502.0,5,3,4,534
53616,1,1,4801.28,5,3,4,534
53618,1,1,7502.0,5,3,4,534
53620,1,1,4801.28,5,3,4,534
53621,1,1,2700.7200000000003,5,3,3,533
53622,1,1,2700.7200000000003,5,3,3,533
53624,1,1,2700.7200000000003,5,3,3,533
53630,1,1,2700.7200000000003,5,3,3,533
53632,1,1,4801.28,5,3,4,534
53637,1,1,2700.7200000000003,5,3,3,533
53639,1,1,2700.7200000000003,5,3,3,533
53641,1,1,600.17,5,3,3,533
53642,1,1,600.17,5,3,3,533
53643,1,1,2700.7200000000003,5,3,3,533
53646,1,1,1016.5,5,3,3,533
53648,1,1,2700.7200000000003,5,3,3,533
53649,1,1,1200.32,5,3,3,533
53652,1,1,650.56,5,3,3,533
53653,1,1,4801.28,5,3,4,534
53655,1,1,2700.7200000000003,5,3,3,533
53657,1,1,650.56,5,3,3,533
53664,1,1,1200.32,5,3,3,533
53666,1,1,7502.0,5,3,4,534
53669,1,1,4801.28,5,3,4,534
53676,1,1,7502.0,5,3,4,534
53677,1,1,1016.5,5,3,3,533
53680,1,1,5401.53,5,3,4,534
53683,1,1,4801.28,5,3,4,534
53689,1,1,9602.72,5,3,4,534
53691,1,1,5401.53,5,3,4,534
53693,1,1,7502.0,5,3,4,534
53695,1,1,4200.0,5,3,4,534
53697,1,1,2700.7200000000003,5,3,3,533
53703,1,1,9602.72,5,3,4,534
53707,1,1,1200.32,5,3,3,533
53708,1,1,650.56,5,3,3,533
53710,1,1,7502.0,5,3,4,534
53711,1,1,650.56,5,3,3,533
53712,1,1,1200.32,5,3,3,533
53716,1,1,2700.7200000000003,5,3,3,533
53717,1,1,9602.72,5,3,4,534
53720,1,1,650.56,5,3,3,533
53721,1,1,1200.32,5,3,3,533
53723,1,1,896.0,5,3,3,533
53724,1,1,7502.0,5,3,4,534
53725,1,1,4801.28,5,3,4,534
53728,1,1,5401.53,5,3,4,534
53732,1,1,9602.72,5,3,4,534
53733,1,1,4801.28,5,3,4,534
53735,1,1,7502.0,5,3,4,534
53741,1,1,4200.0,5,3,4,534
53742,1,1,7502.0,5,3,4,534
53747,1,1,2700.7200000000003,5,3,3,533
53749,1,1,1016.5,5,3,3,533
53755,1,1,650.56,5,3,3,533
53757,1,1,2700.7200000000003,5,3,3,533
53762,1,1,650.56,5,3,3,533
53763,1,1,1050.0,5,3,3,533
53770,1,1,4801.28,5,3,4,534
53772,1,1,9602.72,5,3,4,534
53773,1,1,1016.5,5,3,3,533
53779,1,1,1200.32,5,3,3,533
53782,1,1,4801.28,5,3,4,534
53784,1,1,4801.28,5,3,4,534
53786,1,1,650.56,5,3,3,533
53798,1,1,2700.7200000000003,5,3,3,533
53802,1,1,600.17,5,3,3,533
53803,1,1,7502.0,5,3,4,534
53806,1,1,2700.7200000000003,5,3,3,533
53807,1,1,4801.28,5,3,4,534
53809,1,1,5401.53,5,3,4,534
53810,1,1,4801.28,5,3,4,534
53811,1,1,1050.0,5,3,3,533
53812,1,1,2700.7200000000003,5,3,3,533
53813,1,1,650.56,5,3,3,533
53815,1,1,4801.28,5,3,4,534
53817,1,1,896.0,5,3,3,533
53823,1,1,2700.7200000000003,5,3,3,533
53824,1,1,7502.0,5,3,4,534
53826,1,1,7502.0,5,3,4,534
53828,1,1,7502.0,5,3,4,534
53831,1,1,896.0,5,3,3,533
53834,1,1,7502.0,5,3,4,534
53837,1,1,1200.32,5,3,3,533
53839,1,1,5401.53,5,3,4,534
53843,1,1,896.0,5,3,3,533
53851,1,1,650.56,5,3,3,533
53852,1,1,4801.28,5,3,4,534
53854,1,1,2700.7200000000003,5,3,3,533
53855,1,1,7502.0,5,3,4,534
53856,1,1,5401.53,5,3,4,534
53858,1,1,4801.28,5,3,4,534
53860,1,1,2700.7200000000003,5,3,3,533
53861,1,1,4801.28,5,3,4,534
53863,1,1,7502.0,5,3,4,534
53865,1,1,7502.0,5,3,4,534
53866,1,1,896.0,5,3,3,533
53867,1,1,2700.7200000000003,5,3,3,533
53868,1,1,2400.68,5,3,3,533
53869,1,1,1200.32,5,3,3,533
53870,1,1,7502.0,5,3,4,534
53872,1,1,5401.53,5,3,4,534
53873,1,1,896.0,5,3,3,533
53874,1,1,4801.28,5,3,4,534
53875,1,1,1200.32,5,3,3,533
53876,1,1,2700.7200000000003,5,3,3,533
53879,1,1,600.17,5,3,3,533
53880,1,1,7502.0,5,3,4,534
53882,1,1,7502.0,5,3,4,534
53886,1,1,4801.28,5,3,4,534
53889,1,1,1016.5,5,3,3,533
53890,1,1,5401.53,5,3,4,534
53891,1,1,7502.0,5,3,4,534
53893,1,1,2700.7200000000003,5,3,3,533
53895,1,1,896.0,5,3,3,533
53897,1,1,5401.53,5,3,4,534
53898,1,1,1200.32,5,3,3,533
53900,1,1,896.0,5,3,3,533
53904,1,1,7502.0,5,3,4,534
53912,1,1,2400.68,5,3,3,533
53914,1,1,2400.68,5,3,3,533
53917,1,1,1016.5,5,3,3,533
53918,1,1,2700.7200000000003,5,3,3,533
53919,1,1,7502.0,5,3,4,534
53921,1,1,4801.28,5,3,4,534
53924,1,1,1200.32,5,3,3,533
53926,1,1,2700.7200000000003,5,3,3,533
53929,1,1,7502.0,5,3,4,534
53930,1,1,896.0,5,3,3,533
53934,1,1,4801.28,5,3,4,534
53936,1,1,4801.28,5,3,4,534
53939,1,1,7502.0,5,3,4,534
53946,1,1,1016.5,5,3,3,533
53948,1,1,1200.32,5,3,3,533
53950,1,1,7502.0,5,3,4,534
53951,1,1,7502.0,5,3,4,534
53954,1,1,7502.0,5,3,4,534
53955,1,1,1016.5,5,3,3,533
53957,1,1,7502.0,5,3,4,534
53958,1,1,4801.28,5,3,4,534
53959,1,1,896.0,5,3,3,533
53960,1,1,2400.68,5,3,3,533
53962,1,1,650.56,5,3,3,533
53964,1,1,1016.5,5,3,3,533
53967,1,1,600.17,5,3,3,533
53973,1,1,2700.7200000000003,5,3,3,533
53976,1,1,896.0,5,3,3,533
53977,1,1,7502.0,5,3,4,534
53978,1,1,2400.68,5,3,3,533
53979,1,1,7502.0,5,3,4,534
53981,1,1,2400.68,5,3,3,533
53983,1,1,2400.68,5,3,3,533
53985,1,1,600.17,5,3,3,533
53991,1,1,1016.5,5,3,3,533
53993,1,1,896.0,5,3,3,533
53995,1,1,1016.5,5,3,3,533
53996,1,1,1016.5,5,3,3,533
53997,1,1,2700.7200000000003,5,3,3,533
53999,1,1,2700.7200000000003,5,3,3,533
54001,1,1,1016.5,5,3,3,533
54006,1,1,1200.32,5,3,3,533
54009,1,1,1200.32,5,3,3,533
54010,1,1,4801.28,5,3,4,534
54011,1,1,896.0,5,3,3,533
54012,1,1,2700.7200000000003,5,3,3,533
54026,1,1,7502.0,5,3,4,534
54028,1,1,4801.28,5,3,4,534
54030,1,1,2700.7200000000003,5,3,3,533
54031,1,1,1016.5,5,3,3,533
54032,1,1,2700.7200000000003,5,3,3,533
54036,1,1,600.17,5,3,3,533
54038,1,1,9602.72,5,3,4,534
54039,1,1,2700.7200000000003,5,3,3,533
54042,1,1,7502.0,5,3,4,534
54043,1,1,9602.72,5,3,4,534
54044,1,1,650.56,5,3,3,533
54045,1,1,1200.32,5,3,3,533
54046,1,1,4801.28,5,3,4,534
54047,1,1,896.0,5,3,3,533
54049,1,1,2700.7200000000003,5,3,3,533
54053,1,1,1200.32,5,3,3,533
54054,1,1,7502.0,5,3,4,534
54055,1,1,600.17,5,3,3,533
54057,1,1,1200.32,5,3,3,533
54059,1,1,650.56,5,3,3,533
54066,1,1,4801.28,5,3,4,534
54070,1,1,1200.32,5,3,3,533
54071,1,1,650.56,5,3,3,533
54072,1,1,4801.28,5,3,4,534
54073,1,1,2400.68,5,3,3,533
54075,1,1,2700.7200000000003,5,3,3,533
54076,1,1,4801.28,5,3,4,534
54078,1,1,4801.28,5,3,4,534
54080,1,1,4200.0,5,3,4,534
54081,1,1,9602.72,5,3,4,534
54085,1,1,9602.72,5,3,4,534
54086,1,1,896.0,5,3,3,533
54088,1,1,650.56,5,3,3,533
54090,1,1,2700.7200000000003,5,3,3,533
54094,1,1,2700.7200000000003,5,3,3,533
54095,1,1,4801.28,5,3,4,534
54097,1,1,600.17,5,3,3,533
54098,1,1,600.17,5,3,3,533
54099,1,1,4801.28,5,3,4,534
54102,1,1,2700.7200000000003,5,3,3,533
54103,1,1,4801.28,5,3,4,534
54104,1,1,4801.28,5,3,4,534
54108,1,1,7502.0,5,3,4,534
54109,1,1,7502.0,5,3,4,534
54110,1,1,1200.32,5,3,3,533
54111,1,1,2700.7200000000003,5,3,3,533
54117,1,1,650.56,5,3,3,533
54118,1,1,4801.28,5,3,4,534
54119,1,1,9602.72,5,3,4,534
54120,1,1,1200.32,5,3,3,533
54121,1,1,2700.7200000000003,5,3,3,533
54123,1,1,5401.53,5,3,4,534
54128,1,1,1050.0,5,3,3,533
54129,1,1,2700.7200000000003,5,3,3,533
54133,1,1,1016.5,5,3,3,533
54136,1,1,4801.28,5,3,4,534
54137,1,1,4801.28,5,3,4,534
54141,1,1,1200.32,5,3,3,533
54143,1,1,2700.7200000000003,5,3,3,533
54145,1,1,896.0,5,3,3,533
54146,1,1,1200.32,5,3,3,533
54148,1,1,650.56,5,3,3,533
54153,1,1,1016.5,5,3,3,533
54154,1,1,4801.28,5,3,4,534
54155,1,1,1200.32,5,3,3,533
54156,1,1,7502.0,5,3,4,534
54157,1,1,896.0,5,3,3,533
54158,1,1,1200.32,5,3,3,533
54159,1,1,1016.5,5,3,3,533
54163,1,1,2700.7200000000003,5,3,3,533
54165,1,1,896.0,5,3,3,533
54173,1,1,4801.28,5,3,4,534
54181,1,1,7502.0,5,3,4,534
54182,1,1,1200.32,5,3,3,533
54184,1,1,2700.7200000000003,5,3,3,533
54185,1,1,650.56,5,3,3,533
54186,1,1,9602.72,5,3,4,534
54188,1,1,1200.32,5,3,3,533
54192,1,1,1050.0,5,3,3,533
54201,1,1,1200.32,5,3,3,533
54202,1,1,7502.0,5,3,4,534
54204,1,1,4801.28,5,3,4,534
54209,1,1,1200.32,5,3,3,533
54211,1,1,4200.0,5,3,4,534
54213,1,1,1050.0,5,3,3,533
54214,1,1,1200.32,5,3,3,533
54221,1,1,4801.28,5,3,4,534
54224,1,1,896.0,5,3,3,533
54229,1,1,7502.0,5,3,4,534
54230,1,1,7502.0,5,3,4,534
54231,1,1,650.56,5,3,3,533
54233,1,1,4801.28,5,3,4,534
54234,1,1,9602.72,5,3,4,534
54242,1,1,9602.72,5,3,4,534
54244,1,1,9602.72,5,3,4,534
54246,1,1,2700.7200000000003,5,3,3,533
54247,1,1,1200.32,5,3,3,533
54249,1,1,7502.0,5,3,4,534
54251,1,1,7502.0,5,3,4,534
54252,1,1,600.17,5,3,3,533
54255,1,1,4801.28,5,3,4,534
54257,1,1,7502.0,5,3,4,534
54259,1,1,1200.32,5,3,3,533
54261,1,1,2700.7200000000003,5,3,3,533
54268,1,1,1200.32,5,3,3,533
54271,1,1,1200.32,5,3,3,533
54272,1,1,2400.68,5,3,3,533
54273,1,1,1050.0,5,3,3,533
54278,1,1,4801.28,5,3,4,534
54279,1,1,1200.32,5,3,3,533
54280,1,1,650.56,5,3,3,533
54281,1,1,650.56,5,3,3,533
54287,1,1,1200.32,5,3,3,533
54288,1,1,4801.28,5,3,4,534
54290,1,1,7502.0,5,3,4,534
54292,1,1,9602.72,5,3,4,534
54293,1,1,1050.0,5,3,3,533
54295,1,1,1016.5,5,3,3,533
54296,1,1,4801.28,5,3,4,534
54299,1,1,4801.28,5,3,4,534
54300,1,1,2700.7200000000003,5,3,3,533
54303,1,1,2700.7200000000003,5,3,3,533
54306,1,1,4801.28,5,3,4,534
54308,1,1,4801.28,5,3,4,534
54311,1,1,4801.28,5,3,4,534
54312,1,1,1200.32,5,3,3,533
54313,1,1,9602.72,5,3,4,534
54314,1,1,4801.28,5,3,4,534
54320,1,1,2700.7200000000003,5,3,3,533
54324,1,1,4801.28,5,3,4,534
54335,1,1,9602.72,5,3,4,534
54337,1,1,4801.28,5,3,4,534
54338,1,1,1200.32,5,3,3,533
54340,1,1,1050.0,5,3,3,533
54341,1,1,1200.32,5,3,3,533
54342,1,1,650.56,5,3,3,533
54347,1,1,7502.0,5,3,4,534
54348,1,1,7502.0,5,3,4,534
54354,1,1,1200.32,5,3,3,533
54357,1,1,4801.28,5,3,4,534
54360,1,1,7502.0,5,3,4,534
54361,1,1,2700.7200000000003,5,3,3,533
54363,1,1,1200.32,5,3,3,533
54365,1,1,4801.28,5,3,4,534
54366,1,1,4801.28,5,3,4,534
54367,1,1,2700.7200000000003,5,3,3,533
54368,1,1,1016.5,5,3,3,533
54369,1,1,2700.7200000000003,5,3,3,533
54370,1,1,4801.28,5,3,4,534
54374,1,1,896.0,5,3,3,533
54377,1,1,650.56,5,3,3,533
54378,1,1,4801.28,5,3,4,534
54379,1,1,1200.32,5,3,3,533
54380,1,1,7502.0,5,3,4,534
54381,1,1,2400.68,5,3,3,533
54384,1,1,5401.53,5,3,4,534
54385,1,1,2700.7200000000003,5,3,3,533
54387,1,1,650.56,5,3,3,533
54388,1,1,2700.7200000000003,5,3,3,533
54390,1,1,5401.53,5,3,4,534
54394,1,1,4801.28,5,3,4,534
54395,1,1,1200.32,5,3,3,533
54398,1,1,600.17,5,3,3,533
54399,1,1,7502.0,5,3,4,534
54401,1,1,7502.0,5,3,4,534
54411,1,1,2700.7200000000003,5,3,3,533
54412,1,1,600.17,5,3,3,533
54414,1,1,4801.28,5,3,4,534
54415,1,1,5401.53,5,3,4,534
54417,1,1,5401.53,5,3,4,534
54424,1,1,1200.32,5,3,3,533
54426,1,1,2400.68,5,3,3,533
54427,1,1,5401.53,5,3,4,534
54428,1,1,2400.68,5,3,3,533
54429,1,1,2400.68,5,3,3,533
54434,1,1,1200.32,5,3,3,533
54440,1,1,650.56,5,3,3,533
54445,1,1,4801.28,5,3,4,534
54446,1,1,896.0,5,3,3,533
54447,1,1,1200.32,5,3,3,533
54448,1,1,1200.32,5,3,3,533
54450,1,1,4801.28,5,3,4,534
54451,1,1,4801.28,5,3,4,534
54452,1,1,2700.7200000000003,5,3,3,533
54455,1,1,1016.5,5,3,3,533
54458,1,1,650.56,5,3,3,533
54459,1,1,2400.68,5,3,3,533
54460,1,1,7502.0,5,3,4,534
54461,1,1,4801.28,5,3,4,534
54462,1,1,5401.53,5,3,4,534
54463,1,1,2700.7200000000003,5,3,3,533
54464,1,1,1200.32,5,3,3,533
54465,1,1,2700.7200000000003,5,3,3,533
54466,1,1,2700.7200000000003,5,3,3,533
54468,1,1,600.17,5,3,3,533
54472,1,1,2700.7200000000003,5,3,3,533
54473,1,1,7502.0,5,3,4,534
54474,1,1,2400.68,5,3,3,533
54475,1,1,600.17,5,3,3,533
54476,1,1,1200.32,5,3,3,533
54477,1,1,650.56,5,3,3,533
54478,1,1,4801.28,5,3,4,534
54485,1,1,5401.53,5,3,4,534
54487,1,1,7502.0,5,3,4,534
54488,1,1,2700.7200000000003,5,3,3,533
54489,1,1,4200.0,5,3,4,534
54490,1,1,4801.28,5,3,4,534
54494,1,1,1016.5,5,3,3,533
54495,1,1,4200.0,5,3,4,534
54496,1,1,7502.0,5,3,4,534
54499,1,1,5401.53,5,3,4,534
54501,1,1,4801.28,5,3,4,534
54503,1,1,650.56,5,3,3,533
54505,1,1,7502.0,5,3,4,534
54507,1,1,5401.53,5,3,4,534
54509,1,1,1200.32,5,3,3,533
54510,1,1,1200.32,5,3,3,533
54512,1,1,1200.32,5,3,3,533
54513,1,1,7502.0,5,3,4,534
54514,1,1,1200.32,5,3,3,533
54515,1,1,1016.5,5,3,3,533
54517,1,1,9602.72,5,3,4,534
54520,1,1,4801.28,5,3,4,534
54522,1,1,1200.32,5,3,3,533
54523,1,1,2400.68,5,3,3,533
54525,1,1,5401.53,5,3,4,534
54526,1,1,2700.7200000000003,5,3,3,533
54531,1,1,1200.32,5,3,3,533
54534,1,1,1016.5,5,3,3,533
54536,1,1,600.17,5,3,3,533
54539,1,1,7502.0,5,3,4,534
54541,1,1,1200.32,5,3,3,533
54542,1,1,1016.5,5,3,3,533
54544,1,1,7502.0,5,3,4,534
54546,1,1,4801.28,5,3,4,534
54548,1,1,4200.0,5,3,4,534
54550,1,1,4801.28,5,3,4,534
54554,1,1,4801.28,5,3,4,534
54561,1,1,1016.5,5,3,3,533
54563,1,1,4801.28,5,3,4,534
54569,1,1,2700.7200000000003,5,3,3,533
54574,1,1,4801.28,5,3,4,534
54575,1,1,7502.0,5,3,4,534
54577,1,1,9602.72,5,3,4,534
54582,1,1,2700.7200000000003,5,3,3,533
54583,1,1,7502.0,5,3,4,534
54586,1,1,1200.32,5,3,3,533
54588,1,1,4801.28,5,3,4,534
54590,1,1,2700.7200000000003,5,3,3,533
54591,1,1,2700.7200000000003,5,3,3,533
54592,1,1,650.56,5,3,3,533
54594,1,1,9602.72,5,3,4,534
54595,1,1,1200.32,5,3,3,533
54597,1,1,2700.7200000000003,5,3,3,533
54602,1,1,7502.0,5,3,4,534
54608,1,1,1016.5,5,3,3,533
54609,1,1,1200.32,5,3,3,533
54610,1,1,4801.28,5,3,4,534
54612,1,1,2400.68,5,3,3,533
54613,1,1,4801.28,5,3,4,534
54614,1,1,2400.68,5,3,3,533
54618,1,1,2400.68,5,3,3,533
54619,1,1,4801.28,5,3,4,534
54624,1,1,1016.5,5,3,3,533
54625,1,1,896.0,5,3,3,533
54627,1,1,4801.28,5,3,4,534
54628,1,1,2700.7200000000003,5,3,3,533
54629,1,1,2400.68,5,3,3,533
54638,1,1,7502.0,5,3,4,534
54640,1,1,896.0,5,3,3,533
54641,1,1,4801.28,5,3,4,534
54643,1,1,2700.7200000000003,5,3,3,533
54644,1,1,2700.7200000000003,5,3,3,533
54647,1,1,4200.0,5,3,4,534
54648,1,1,1200.32,5,3,3,533
54650,1,1,4801.28,5,3,4,534
54651,1,1,1200.32,5,3,3,533
54653,1,1,600.17,5,3,3,533
54655,1,1,4801.28,5,3,4,534
54656,1,1,7502.0,5,3,4,534
54658,1,1,7502.0,5,3,4,534
54659,1,1,7502.0,5,3,4,534
54660,1,1,650.56,5,3,3,533
54662,1,1,2700.7200000000003,5,3,3,533
54664,1,1,896.0,5,3,3,533
54665,1,1,7502.0,5,3,4,534
54673,1,1,1050.0,5,3,3,533
54675,1,1,650.56,5,3,3,533
54677,1,1,1016.5,5,3,3,533
54679,1,1,2400.68,5,3,3,533
54681,1,1,650.56,5,3,3,533
54689,1,1,4801.28,5,3,4,534
54692,1,1,896.0,5,3,3,533
54693,1,1,2400.68,5,3,3,533
54696,1,1,1016.5,5,3,3,533
54698,1,1,896.0,5,3,3,533
54700,1,1,650.56,5,3,3,533
54703,1,1,1016.5,5,3,3,533
54704,1,1,9602.72,5,3,4,534
54706,1,1,650.56,5,3,3,533
54708,1,1,7502.0,5,3,4,534
54714,1,1,2400.68,5,3,3,533
54715,1,1,4200.0,5,3,4,534
54719,1,1,2700.7200000000003,5,3,3,533
54724,1,1,7502.0,5,3,4,534
54725,1,1,7502.0,5,3,4,534
54731,1,1,7502.0,5,3,4,534
54735,1,1,7502.0,5,3,4,534
54736,1,1,650.56,5,3,3,533
54737,1,1,2700.7200000000003,5,3,3,533
54740,1,1,1200.32,5,3,3,533
54742,1,1,1200.32,5,3,3,533
54746,1,1,4801.28,5,3,4,534
54751,1,1,1016.5,5,3,3,533
54754,1,1,9602.72,5,3,4,534
54761,1,1,7502.0,5,3,4,534
54765,1,1,7502.0,5,3,4,534
54768,1,1,4801.28,5,3,4,534
54771,1,1,2700.7200000000003,5,3,3,533
54772,1,1,1200.32,5,3,3,533
54774,1,1,1016.5,5,3,3,533
54779,1,1,2700.7200000000003,5,3,3,533
54782,1,1,4801.28,5,3,4,534
54784,1,1,2700.7200000000003,5,3,3,533
54785,1,1,4801.28,5,3,4,534
54786,1,1,9602.72,5,3,4,534
54787,1,1,1200.32,5,3,3,533
54793,1,1,2700.7200000000003,5,3,3,533
54796,1,1,4200.0,5,3,4,534
54798,1,1,9602.72,5,3,4,534
54800,1,1,1016.5,5,3,3,533
54801,1,1,9602.72,5,3,4,534
54805,1,1,7502.0,5,3,4,534
54806,1,1,2700.7200000000003,5,3,3,533
54807,1,1,1016.5,5,3,3,533
54811,1,1,4200.0,5,3,4,534
54813,1,1,600.17,5,3,3,533
54814,1,1,7502.0,5,3,4,534
54819,1,1,1200.32,5,3,3,533
54821,1,1,4801.28,5,3,4,534
54822,1,1,1200.32,5,3,3,533
54824,1,1,7502.0,5,3,4,534
54827,1,1,1016.5,5,3,3,533
54833,1,1,2400.68,5,3,3,533
54835,1,1,4801.28,5,3,4,534
54837,1,1,650.56,5,3,3,533
54840,1,1,1200.32,5,3,3,533
54841,1,1,1016.5,5,3,3,533
54843,1,1,1016.5,5,3,3,533
54848,1,1,9602.72,5,3,4,534
54850,1,1,1200.32,5,3,3,533
54853,1,1,2700.7200000000003,5,3,3,533
54855,1,1,1200.32,5,3,3,533
54862,1,1,7502.0,5,3,4,534
54863,1,1,1016.5,5,3,3,533
54866,1,1,4801.28,5,3,4,534
54867,1,1,600.17,5,3,3,533
54868,1,1,600.17,5,3,3,533
54870,1,1,2700.7200000000003,5,3,3,533
54873,1,1,2700.7200000000003,5,3,3,533
54875,1,1,896.0,5,3,3,533
54877,1,1,7502.0,5,3,4,534
54879,1,1,1200.32,5,3,3,533
54880,1,1,1200.32,5,3,3,533
54885,1,1,5401.53,5,3,4,534
54887,1,1,2700.7200000000003,5,3,3,533
54890,1,1,1016.5,5,3,3,533
54892,1,1,1200.32,5,3,3,533
54896,1,1,7502.0,5,3,4,534
54897,1,1,2700.7200000000003,5,3,3,533
54902,1,1,4801.28,5,3,4,534
54903,1,1,7502.0,5,3,4,534
54905,1,1,4801.28,5,3,4,534
54908,1,1,2700.7200000000003,5,3,3,533
54909,1,1,2700.7200000000003,5,3,3,533
54912,1,1,1016.5,5,3,3,533
54914,1,1,5401.53,5,3,4,534
54915,1,1,2700.7200000000003,5,3,3,533
54916,1,1,4801.28,5,3,4,534
54918,1,1,4801.28,5,3,4,534
54920,1,1,1200.32,5,3,3,533
54921,1,1,1200.32,5,3,3,533
54927,1,1,4801.28,5,3,4,534
54928,1,1,1016.5,5,3,3,533
54929,1,1,1016.5,5,3,3,533
54935,1,1,4801.28,5,3,4,534
54936,1,1,7502.0,5,3,4,534
54937,1,1,1050.0,5,3,3,533
54938,1,1,2700.7200000000003,5,3,3,533
54941,1,1,2700.7200000000003,5,3,3,533
54943,1,1,4801.28,5,3,4,534
54947,1,1,896.0,5,3,3,533
54949,1,1,4801.28,5,3,4,534
54951,1,1,4801.28,5,3,4,534
54952,1,1,600.17,5,3,3,533
54959,1,1,4801.28,5,3,4,534
54962,1,1,650.56,5,3,3,533
54963,1,1,9602.72,5,3,4,534
54967,1,1,7502.0,5,3,4,534
54969,1,1,7502.0,5,3,4,534
54970,1,1,5401.53,5,3,4,534
54971,1,1,896.0,5,3,3,533
54974,1,1,4801.28,5,3,4,534
54977,1,1,600.17,5,3,3,533
54978,1,1,1016.5,5,3,3,533
54979,1,1,2700.7200000000003,5,3,3,533
54981,1,1,5401.53,5,3,4,534
54986,1,1,2700.7200000000003,5,3,3,533
54989,1,1,2400.68,5,3,3,533
54990,1,1,600.17,5,3,3,533
54994,1,1,7502.0,5,3,4,534
54997,1,1,7502.0,5,3,4,534
54999,1,1,1200.32,5,3,3,533
55004,1,1,4801.28,5,3,4,534
55006,1,1,5401.53,5,3,4,534
55007,1,1,9602.72,5,3,4,534
55008,1,1,2700.7200000000003,5,3,3,533
55011,1,1,650.56,5,3,3,533
55015,1,1,1050.0,5,3,3,533
55018,1,1,2700.7200000000003,5,3,3,533
55021,1,1,7502.0,5,3,4,534
55024,1,1,1200.32,5,3,3,533
55027,1,1,7502.0,5,3,4,534
55029,1,1,9602.72,5,3,4,534
55035,1,1,1200.32,5,3,3,533
55037,1,1,5401.53,5,3,4,534
55039,1,1,2700.7200000000003,5,3,3,533
55041,1,1,1200.32,5,3,3,533
55044,1,1,4801.28,5,3,4,534
55047,1,1,4801.28,5,3,4,534
55048,1,1,2700.7200000000003,5,3,3,533
55053,1,1,650.56,5,3,3,533
55058,1,1,2700.7200000000003,5,3,3,533
